Unnamed: 0,Id,Age,Gender,Departments,Average Score,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred Location,Key Factors for Future Job,Major,Habit,Field of Interest,Converted Score,Matched Universities
12645,12646,16,2,2,9.03,1,3,1,2,1,2,1,2,3,1,1,1,1,1,2,"1,6,1",18,3,8,27.089999999999996,
12646,12647,16,2,4,8.3,5,3,3,5,3,1,1,1,3,3,2,2,3,2,2,"8,2,6",10,2,2,24.900000000000002,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Giao thông Vận tải, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Luật TP.HCM"
12647,12648,17,2,1,7.24,1,2,1,5,1,3,2,2,2,2,1,3,1,2,3,"4,5,8",2,1,4,21.72,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Mỹ thuật Công nghiệp, Trường Đại học Nghệ thuật - ĐH Huế"
12648,12649,19,2,4,7.87,4,1,2,4,1,1,1,1,3,2,3,3,1,3,2,"1,6,4",8,5,1,23.61,"Trường Đại học Khoa học và Công nghệ Hà Nội, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
12649,12650,19,2,2,8.55,4,3,5,1,2,3,1,3,1,3,3,1,1,3,2,"1,2,3",4,8,5,25.650000000000002,"Đại học Quốc gia Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Văn hóa Hà Nội, Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM"
12650,12651,16,2,4,8.9,2,2,4,2,2,1,3,2,3,1,1,1,1,1,2,"6,1,7",16,5,9,26.700000000000003,"Đại học Quốc gia Hà Nội, Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Đại học Y Dược TP.HCM, Đại học Y Dược Cần Thơ, Đại học Y khoa Phạm Ngọc Thạch"
12651,12652,18,2,5,8.58,4,1,5,2,1,3,3,2,2,2,2,1,3,1,2,"5,8,2",6,4,5,25.740000000000002,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Trường Đại học Văn hóa Hà Nội, Trường Đại học Thương mại, Học viện Báo chí và Tuyên truyền, Học viện Ngoại giao, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Học viện Chính sách và Phát triển, Trường Đại học Luật Hà Nội – Phân hiệu tại Đắk Lắk, Đại học Ngoại thương (Cơ sở TP.HCM), Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM), Đại học Tôn Đức Thắng"
12652,12653,19,2,2,8.66,1,2,5,3,2,1,2,2,1,1,1,2,1,2,1,"1,8,3",18,3,8,25.98,
12653,12654,19,1,3,8.05,2,2,5,1,2,3,3,1,2,2,1,1,3,1,3,"8,1,7",3,1,2,24.150000000000002,"Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
12654,12655,17,2,3,7.72,2,5,1,2,3,3,1,1,2,1,1,1,3,2,1,"1,8,1",2,1,4,23.16,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
12655,12656,17,1,3,7.47,1,4,5,2,1,3,1,3,1,3,3,2,1,3,2,"1,1,6",15,5,12,22.41,
12656,12657,18,2,5,8.97,4,3,4,5,2,3,1,3,1,2,2,2,1,2,3,"4,8,1",9,8,1,26.910000000000004,"Đại học Quốc gia Hà Nội, Trường Đại học Kinh tế Quốc dân, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Công nghệ Thông tin - ĐH Quốc gia TP.HCM"
12657,12658,19,1,1,7.57,4,1,3,4,3,3,2,2,1,1,1,2,2,1,3,"6,5,8",1,3,3,22.71,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
12658,12659,17,1,3,8.62,4,1,5,4,2,1,1,3,3,1,2,1,2,2,2,"1,7,2",2,1,4,25.86,
12659,12660,17,2,2,9.41,2,3,5,2,2,2,2,3,3,3,3,1,2,2,3,"7,3,1",1,3,3,28.23,Trường Đại học Mỹ thuật Việt Nam
12660,12661,18,1,5,8.26,5,2,3,2,1,1,3,2,2,3,1,1,1,1,2,"2,3,4",16,5,9,24.78,"Đại học Quốc gia Hà Nội, Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Y Dược - ĐH Huế, Khoa Y Dược – ĐH Đà Nẵng, Trường Đại học Kỹ thuật Y Dược Đà Nẵng, Đại học Y Dược Cần Thơ, Đại học Y khoa Phạm Ngọc Thạch, Đại học Cần Thơ"
12661,12662,19,1,2,7.04,1,2,1,4,2,2,1,2,3,3,2,3,3,1,3,"3,8,7",3,1,2,21.12,"Trường Đại học Mỏ - Địa chất, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Kinh tế - Tài chính TP.HCM"
12662,12663,16,2,5,7.56,3,1,1,5,2,1,2,1,3,3,3,3,2,2,3,"2,3,8",2,1,4,22.68,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
12663,12664,17,1,3,8.81,2,5,3,3,2,2,2,1,1,2,3,3,1,3,3,"1,5,2",11,2,6,26.43,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng"
12664,12665,16,1,4,8.43,4,5,4,2,3,3,3,2,2,1,3,3,1,3,1,"7,3,1",3,1,2,25.29,"Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Giao thông Vận tải, Trường Đại học Mở Hà Nội, Học viện Ngoại giao, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
12665,12666,18,2,4,7.39,2,5,4,5,2,3,3,3,2,2,1,1,1,1,2,"8,4,1",11,2,6,22.169999999999998,"Trường Đại học Mỏ - Địa chất, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Xây dựng Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Giao thông vận tải Thành phố Hồ Chí Minh"
12666,12667,19,2,4,8.49,3,5,5,1,1,1,3,3,3,3,2,3,1,1,1,"1,3,2",8,5,1,25.47,"Đại học Quốc gia Hà Nội, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
12667,12668,18,1,2,7.76,2,3,3,3,1,1,3,3,1,1,3,2,2,2,3,"7,5,6",11,2,6,23.28,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Trường Đại học Mỏ - Địa chất, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam)"
12668,12669,19,1,1,7.89,4,3,4,2,3,1,1,3,3,1,2,3,2,3,2,"2,6,5",10,2,2,23.669999999999998,"Đại học Quốc gia Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Học viện Nông nghiệp Việt Nam, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Dược Hà Nội, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Luật TP.HCM, Đại học Việt - Đức"
12669,12670,16,2,1,7.42,3,3,5,2,1,3,2,3,1,1,1,1,2,3,1,"3,5,1",8,5,1,22.259999999999998,Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh
12670,12671,19,2,1,9.0,3,4,1,3,1,2,2,2,2,2,1,2,1,3,2,"8,6,7",22,4,10,27.0,
12671,12672,17,1,1,9.38,3,5,4,4,3,1,2,3,2,3,2,2,2,3,3,"5,6,3",5,8,11,28.14,"Trường Đại học Kinh tế Quốc dân, Học viện Ngoại giao, Trường Đại học Ngoại Thương, Trường Đại học Sư phạm Nghệ thuật Trung ương"
12672,12673,16,1,1,7.73,4,1,1,5,1,2,2,3,1,3,1,1,2,3,3,"3,6,1",6,4,5,23.19,"Đại học Quốc gia Hà Nội, Học viện Báo chí và Tuyên truyền, Đại học Thăng Long, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
12673,12674,19,2,4,8.84,2,1,2,2,3,1,3,2,2,1,3,2,1,1,1,"5,6,7",16,5,9,26.52,"Đại học Quốc gia Hà Nội, Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Khoa Y Dược – ĐH Đà Nẵng, Đại học Y Dược TP.HCM, Đại học Y Dược Cần Thơ, Đại học Y khoa Phạm Ngọc Thạch"
12674,12675,19,1,1,7.51,2,4,4,2,3,1,2,2,1,1,3,2,2,2,1,"5,7,6",8,5,1,22.53,"Trường Đại học Khoa học và Công nghệ Hà Nội, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
12675,12676,16,2,1,9.04,3,2,5,5,1,3,3,2,1,3,1,1,3,3,1,"7,6,1",21,6,7,27.119999999999997,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Vinh"
12676,12677,19,1,2,7.67,2,3,5,4,1,1,1,2,2,3,3,1,3,3,1,"5,6,4",2,1,4,23.009999999999998,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
12677,12678,18,2,1,9.27,4,4,2,3,3,3,1,3,3,3,1,3,2,2,3,"1,4,5",21,6,7,27.81,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Vinh"
12678,12679,16,1,3,9.43,4,5,4,3,3,1,3,2,3,1,1,3,3,1,3,"5,2,8",2,1,4,28.29,
12679,12680,19,2,4,7.59,2,5,4,3,2,1,3,3,2,1,2,3,3,3,2,"1,2,3",1,3,3,22.77,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
12680,12681,18,1,1,7.12,4,2,3,1,2,1,3,2,3,2,2,2,3,1,3,"6,1,5",4,8,5,21.36,"Học viện phụ nữ Việt Nam, Trường Đại học Khoa học - ĐH Huế"
12681,12682,16,1,1,7.78,4,2,2,4,1,1,3,1,3,2,2,2,1,1,1,"3,7,5",21,6,7,23.34,"Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Sư phạm - ĐH Đà nẵng, Trường Đại học Đà Lạt, Trường Đại học Khánh Hòa, Trường Đại học Phú Yên, Trường Đại học Quảng Bình, Trường Đại học Quảng Nam, Trường Đại học Quy Nhơn, Trường Đại học Tây Nguyên, Trường Đại học Vinh, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Sư phạm TP. HCM"
12682,12683,17,1,5,8.41,2,1,3,1,3,3,1,1,2,2,1,1,3,1,1,"7,5,3",9,8,1,25.23,"Đại học Quốc gia Hà Nội, Học viện Ngân hàng, Trường Đại học Giao thông Vận tải, Trường Đại học Thủy Lợi, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Công nghệ Thông tin - ĐH Quốc gia TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh, Đại học Quốc tế - ĐH Quốc gia TP.HCM"
12683,12684,18,1,1,8.38,5,5,3,3,2,2,3,1,3,2,3,1,1,3,1,"4,1,6",6,4,5,25.14,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Trường Đại học Văn hóa Hà Nội, Học viện Báo chí và Tuyên truyền, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Luật Hà Nội – Phân hiệu tại Đắk Lắk, Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM), Đại học Tôn Đức Thắng"
12684,12685,16,1,1,9.25,4,3,2,4,2,1,3,3,3,1,2,1,3,3,2,"6,3,1",6,4,5,27.75,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Học viện Ngoại giao"
12685,12686,17,2,4,9.08,1,3,2,5,2,3,2,2,2,1,2,2,3,1,2,"8,3,1",1,3,3,27.240000000000002,Trường Đại học Mỹ thuật Việt Nam
12686,12687,18,1,1,8.1,1,3,4,4,2,1,1,3,3,1,2,2,2,1,2,"4,5,6",5,8,11,24.299999999999997,"Học viện Ngân hàng, Trường Đại học Giao thông Vận tải, Trường Đại học Văn hóa Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Trường Đại học Kinh tế - ĐH Đà Nẵng, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Ngân hàng TP. HCM, Đại học Tài chính - Marketing, Đại học Tôn Đức Thắng, Đại học Quốc tế - ĐH Quốc gia TP.HCM"
12687,12688,16,1,1,8.8,5,4,3,3,3,1,3,1,2,3,1,3,1,2,3,"3,1,4",2,1,4,26.400000000000002,
12688,12689,19,1,2,8.37,1,5,4,4,3,1,2,3,1,2,3,1,2,2,1,"1,5,7",4,8,5,25.11,"Học viện Công nghệ Bưu chính Viễn thông, Đại học Khoa học Xã hội và Nhân văn - ĐHQG TP.HCM"
12689,12690,16,2,2,7.29,4,2,5,4,1,2,2,3,3,2,1,3,3,2,1,"3,6,5",1,3,3,21.87,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
12690,12691,18,2,1,7.32,3,1,2,4,3,1,1,1,1,3,2,2,2,2,3,"5,2,7",16,5,9,21.96,"Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Y Dược - ĐH Huế, Khoa Y Dược – ĐH Đà Nẵng, Trường Đại học Kỹ thuật Y Dược Đà Nẵng, Trường Đại học Phan Châu Trinh, Trường Đại học Tây Nguyên, Trường Đại học Y Dược Buôn Ma Thuột, Trường Đại học Y khoa Vinh, Đại học Quốc tế Hồng Bàng, Đại học Y Dược Cần Thơ, Đại học Cần Thơ, Đại học Trà Vinh"
12691,12692,19,1,2,8.24,5,5,2,5,2,3,2,1,2,2,1,3,1,3,1,"2,6,3",8,5,1,24.72,Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh
12692,12693,18,2,2,8.5,2,2,5,4,2,2,2,1,3,3,1,3,3,3,1,"1,5,4",8,5,1,25.5,"Đại học Quốc gia Hà Nội, Đại học Kinh tế TP. HCM, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
12693,12694,17,2,3,8.23,1,4,2,2,3,3,1,2,2,3,1,2,1,2,3,"5,1,4",10,2,2,24.69,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Giao thông Vận tải, Trường Đại học Khoa học và Công nghệ Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Luật TP.HCM"
12694,12695,17,1,1,8.97,3,1,2,5,3,3,1,1,2,3,2,1,3,2,3,"8,7,5",6,4,5,26.910000000000004,"Đại học Quốc gia Hà Nội, Trường Đại học Kinh tế Quốc dân, Trường Đại học Luật Hà Nội, Trường Đại học Văn hóa Hà Nội, Học viện Ngoại giao, Trường Đại học Ngoại Thương, Học viện Chính sách và Phát triển, Trường Đại học Luật Hà Nội – Phân hiệu tại Đắk Lắk, Đại học Tôn Đức Thắng"
12695,12696,17,1,1,7.68,5,5,5,2,1,1,3,3,2,3,2,1,2,2,3,"3,1,7",22,4,10,23.04,
12696,12697,18,1,2,7.79,3,4,5,5,1,1,2,2,3,3,1,1,1,2,2,"4,6,8",3,1,2,23.37,"Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Ngân hàng TP. HCM"
12697,12698,18,2,4,7.97,4,1,5,5,2,2,1,3,3,2,1,2,3,3,1,"6,1,3",3,1,2,23.91,"Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
12698,12699,19,1,1,8.78,2,3,3,4,2,3,1,1,1,1,3,2,1,3,3,"1,8,1",2,1,4,26.339999999999996,
12699,12700,17,1,1,7.74,5,5,1,3,3,2,1,1,1,3,2,1,3,2,3,"7,2,6",3,1,2,23.22,"Trường Đại học Mỏ - Địa chất, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Ngân hàng TP. HCM"
12700,12701,19,1,5,7.53,4,3,1,5,1,2,3,1,2,3,3,2,2,2,1,"1,3,8",1,3,3,22.59,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
12701,12702,17,2,4,9.04,1,1,4,3,1,1,1,2,2,1,3,1,1,1,2,"1,3,6",2,1,4,27.119999999999997,
12702,12703,17,1,1,7.05,4,1,3,5,3,3,2,2,3,1,3,2,1,2,1,"1,6,5",4,8,5,21.15,"Học viện phụ nữ Việt Nam, Trường Đại học Khoa học - ĐH Huế"
12703,12704,16,1,5,7.26,5,1,5,1,2,2,1,1,2,3,1,2,2,3,3,"5,1,7",18,3,8,21.78,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kiến trúc Hà Nội"
12704,12705,19,1,1,8.45,2,4,5,3,3,1,1,1,2,3,3,3,1,2,3,"4,7,1",6,4,5,25.349999999999998,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Trường Đại học Văn hóa Hà Nội, Học viện Báo chí và Tuyên truyền, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Luật Hà Nội – Phân hiệu tại Đắk Lắk, Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM), Đại học Tôn Đức Thắng"
12705,12706,16,2,5,9.21,3,4,2,2,3,2,2,2,2,3,1,3,2,2,2,"6,1,3",1,3,3,27.630000000000003,Trường Đại học Mỹ thuật Việt Nam
12706,12707,17,1,2,9.45,2,3,3,5,2,3,2,3,1,3,3,2,3,3,1,"8,2,1",8,5,1,28.349999999999998,
12707,12708,19,1,1,7.5,3,5,4,3,3,1,3,1,3,1,1,2,3,1,3,"2,5,7",5,8,11,22.5,"Đại học Quốc gia Hà Nội, Trường Đại học Văn hóa Hà Nội, Trường Đại học Điện lực, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Trường Đại học Kinh tế - ĐH Huế, Trường Đại học Công nghệ thông tin và Truyền thông Việt Hàn, Phân hiệu Học viện Hành chính Quốc gia tại Quảng Nam, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học FPT Hồ Chí Minh, Đại học Kinh tế - Tài chính TP.HCM, Đại học Ngân hàng TP. HCM, Đại học Tài chính - Marketing, Đại học Mở Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Việt - Đức, Đại học Cần Thơ"
12708,12709,17,2,4,9.35,1,3,1,5,1,1,3,2,2,3,2,2,3,2,3,"4,1,8",3,1,2,28.049999999999997,"Trường Đại học Kinh tế Quốc dân, Trường Đại học Ngoại Thương"
12709,12710,19,1,4,7.94,3,1,1,1,2,1,2,2,3,3,3,2,2,1,1,"5,6,1",3,1,2,23.82,"Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
12710,12711,16,2,3,8.22,4,1,4,1,1,1,1,1,2,2,3,3,1,3,1,"6,5,8",2,1,4,24.660000000000004,
12711,12712,16,2,2,8.66,1,2,4,4,2,2,1,1,3,1,3,1,3,1,3,"6,1,5",3,1,2,25.98,"Học viện Công nghệ Bưu chính Viễn thông, Học viện Ngoại giao, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Kinh tế TP. HCM, Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM)"
12712,12713,18,1,2,7.65,1,5,5,4,3,2,2,1,1,3,3,1,3,1,1,"8,2,3",9,8,1,22.950000000000003,"Trường Đại học Mỏ - Địa chất, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Y tế công cộng, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Việt Đức, Trường Đại học Công nghệ thông tin và Truyền thông Việt Hàn, Đại học FPT Hồ Chí Minh, Đại học Mở Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam)"
12713,12714,18,2,4,8.84,3,1,2,4,2,1,1,2,2,3,1,1,3,1,1,"8,5,1",21,6,7,26.52,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Đà Lạt, Trường Đại học Vinh"
12714,12715,19,1,1,8.75,1,4,2,3,2,3,2,3,3,2,2,2,3,3,2,"8,3,1",18,3,8,26.25,
12715,12716,16,2,3,7.89,4,1,2,1,1,2,2,1,1,1,1,2,2,1,1,"8,4,1",6,4,5,23.669999999999998,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Trường Đại học Mở Hà Nội, Học viện Báo chí và Tuyên truyền, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
12716,12717,19,1,2,9.44,2,4,5,3,1,1,1,2,2,2,2,1,2,3,2,"5,1,8",1,3,3,28.32,Trường Đại học Mỹ thuật Việt Nam
12717,12718,19,2,2,7.16,3,5,4,3,2,3,2,2,3,3,1,1,2,3,2,"2,1,8",2,1,4,21.48,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Mỹ thuật Công nghiệp, Trường Đại học Nghệ thuật - ĐH Huế"
12718,12719,16,1,5,8.66,4,5,2,4,1,3,1,1,2,2,3,2,1,3,1,"5,8,1",21,6,7,25.98,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Đà Lạt, Trường Đại học Tây Nguyên, Trường Đại học Vinh"
12719,12720,17,1,1,9.25,2,1,1,2,3,3,3,1,1,2,2,2,3,1,3,"1,8,5",21,6,7,27.75,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Vinh"
12720,12721,17,1,3,8.04,4,4,4,3,1,3,2,3,1,2,1,3,2,2,3,"8,2,1",16,5,9,24.119999999999997,"Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Y Dược - ĐH Huế, Khoa Y Dược – ĐH Đà Nẵng, Trường Đại học Kỹ thuật Y Dược Đà Nẵng, Trường Đại học Tây Nguyên, Đại học Y Dược Cần Thơ, Đại học Cần Thơ"
12721,12722,17,1,2,9.14,3,4,1,1,3,3,1,1,1,1,3,3,2,3,3,"6,1,7",22,4,10,27.42,
12722,12723,19,1,2,9.16,1,2,2,2,2,1,1,3,1,1,1,3,2,2,1,"6,1,4",2,1,4,27.48,
12723,12724,16,1,1,8.34,4,2,5,2,3,3,3,3,3,3,3,3,3,2,2,"7,1,1",1,3,3,25.02,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
12724,12725,17,1,1,8.02,4,1,5,2,2,2,3,2,1,1,1,1,2,3,3,"1,7,2",18,3,8,24.06,
12725,12726,18,2,1,8.8,4,2,1,2,3,1,3,3,1,3,3,1,2,2,2,"3,6,1",2,1,4,26.400000000000002,
