,Id,Age,Gender,Departments,Score,Average Score,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred Location,Key Factors for Future Job,Major,Habit,Field of Interest,,
11642,11643,18,2,5,18.68,9.34,5,3,5,3,2,3,2,2,3,1,2,2,2,3,3,"6,3,1",8,5,1,,
11643,11644,17,1,2,17.14,8.57,1,5,3,1,3,1,2,1,3,2,2,1,1,1,1,"8,1,7",1,3,3,,
11644,11645,19,2,3,17.62,8.81,3,3,1,3,1,1,2,3,1,1,2,3,1,2,2,"1,5,1",2,1,4,,
11645,11646,17,2,4,18.72,9.36,5,3,3,3,3,1,2,2,1,3,2,3,2,3,3,"1,6,4",2,1,4,,
11646,11647,16,1,1,16.46,8.23,4,2,1,2,2,2,2,3,2,3,3,1,3,2,2,"2,6,4",5,8,11,,
11647,11648,16,1,1,15.66,7.83,4,3,1,3,1,2,2,3,3,1,3,3,1,1,1,"1,7,2",1,3,3,,
11648,11649,17,2,4,15.28,7.64,4,1,5,2,1,1,3,1,3,1,3,3,2,2,1,"7,1,8",1,3,3,,
11649,11650,18,1,2,15.88,7.94,5,5,5,5,1,2,3,2,1,2,3,2,2,1,3,"4,1,7",10,2,2,,
11650,11651,19,1,1,16.02,8.01,3,4,3,4,2,3,1,3,2,2,2,3,2,3,1,"5,1,2",1,3,3,,
11651,11652,18,2,1,14.24,7.12,1,3,4,3,2,1,2,3,1,3,3,3,1,1,2,"3,2,7",1,3,3,,
11652,11653,18,1,4,15.48,7.74,1,3,3,4,3,2,1,1,2,3,1,1,3,3,3,"3,7,6",22,4,10,,
11653,11654,18,2,2,15.68,7.84,2,5,4,2,1,3,1,2,1,1,2,3,1,3,1,"2,4,8",18,3,8,,
11654,11655,18,1,3,15.52,7.76,4,2,2,3,1,1,1,2,3,2,3,2,3,1,3,"7,4,2",15,5,12,,
11655,11656,18,1,1,15.96,7.98,3,4,3,4,3,2,3,3,1,3,3,1,1,3,3,"3,5,7",8,5,1,,
11656,11657,19,2,3,16.44,8.22,2,4,1,3,3,2,3,1,1,2,1,2,1,3,2,"1,6,3",8,5,1,,
11657,11658,18,1,3,16.5,8.25,5,5,3,1,1,1,1,1,3,2,2,1,3,1,1,"3,5,1",5,8,11,,
11658,11659,18,2,1,18.36,9.18,4,2,2,4,1,2,3,3,3,2,3,2,2,1,3,"3,8,6",1,3,3,,
11659,11660,17,2,2,17.74,8.87,3,5,1,2,2,2,2,2,3,2,3,2,1,2,3,"3,8,2",5,8,11,,
11660,11661,16,2,2,15.14,7.57,4,5,5,1,2,3,2,1,1,2,1,3,2,2,1,"1,4,1",16,5,9,,
11661,11662,18,1,3,14.56,7.28,3,2,4,5,3,2,2,1,2,2,3,2,3,2,3,"8,3,5",1,3,3,,
11662,11663,19,1,5,17.56,8.78,1,4,3,1,2,1,2,3,1,2,1,3,3,1,3,"5,7,1",1,3,3,,
11663,11664,17,1,3,14.1,7.05,5,4,3,5,2,3,1,3,2,2,1,3,2,2,1,"4,7,1",1,3,3,,
11664,11665,16,2,5,15.02,7.51,2,2,3,3,3,2,3,1,3,2,2,1,2,3,1,"3,1,2",3,1,2,,
11665,11666,19,1,3,17.08,8.54,2,5,3,2,3,2,3,1,2,2,2,2,2,3,2,"2,4,7",8,5,1,,
11666,11667,18,2,1,14.94,7.47,4,3,1,3,3,2,3,2,3,3,3,2,3,3,1,"8,4,2",1,3,3,,
11667,11668,16,1,2,14.62,7.31,2,5,2,2,2,3,2,2,3,2,3,1,1,2,2,"3,4,1",3,1,2,,
11668,11669,17,2,3,18.8,9.4,1,1,4,2,2,3,2,1,3,1,3,3,1,2,3,"1,5,7",3,1,2,,
11669,11670,19,1,3,18.62,9.31,3,3,3,4,2,1,1,2,3,3,3,3,1,3,2,"8,1,5",4,8,5,,
11670,11671,17,1,1,15.34,7.67,4,5,4,3,1,1,1,1,3,3,1,2,2,2,2,"2,5,1",5,8,11,,
11671,11672,18,1,3,17.38,8.69,5,1,1,1,1,3,3,2,3,3,1,2,2,3,3,"3,4,2",1,3,3,,
11672,11673,17,1,1,15.04,7.52,4,1,3,1,1,1,3,3,3,1,2,2,2,3,2,"4,8,2",8,5,1,,
11673,11674,18,1,3,15.18,7.59,5,2,2,3,3,1,2,2,3,1,1,1,1,2,3,"3,2,1",1,3,3,,
11674,11675,17,1,4,14.82,7.41,2,2,5,2,3,1,3,2,3,1,3,2,3,3,2,"1,3,1",1,3,3,,
11675,11676,19,1,1,18.04,9.02,5,5,2,2,1,1,1,2,1,2,2,3,3,2,3,"2,6,8",2,1,4,,
11676,11677,18,1,1,18.46,9.23,4,4,2,2,1,3,3,1,2,2,3,3,1,2,2,"3,1,8",5,8,11,,
11677,11678,18,1,1,17.56,8.78,4,2,4,3,1,3,2,3,3,3,1,3,3,3,1,"8,3,6",5,8,11,,
11678,11679,17,2,4,14.42,7.21,2,5,1,4,3,3,2,2,1,1,1,3,1,2,3,"1,1,3",22,4,10,,
11679,11680,17,1,5,16.14,8.07,4,2,5,1,3,3,3,1,2,1,1,3,2,1,3,"6,7,4",8,5,1,,
11680,11681,17,2,4,17.32,8.66,3,3,1,3,3,1,2,2,3,1,3,1,3,1,1,"6,2,1",21,6,7,,
11681,11682,16,1,1,18.94,9.47,3,2,3,3,3,1,2,3,2,3,3,3,2,3,2,"5,3,1",8,5,1,,
11682,11683,17,2,1,15.58,7.79,1,1,3,2,1,2,1,3,2,1,2,1,3,2,3,"8,3,7",1,3,3,,
11683,11684,19,2,3,17.4,8.7,1,2,3,1,2,2,1,1,2,2,3,1,3,3,3,"1,4,6",8,5,1,,
11684,11685,16,1,4,17.3,8.65,1,2,5,3,2,2,1,3,3,2,1,1,3,2,1,"3,1,7",8,5,1,,
11685,11686,18,1,4,18.48,9.24,3,3,3,5,2,2,2,2,2,2,2,2,3,2,2,"1,1,5",11,2,6,,
11686,11687,17,2,3,14.96,7.48,1,5,2,2,1,2,3,3,2,3,3,1,2,1,2,"6,7,3",1,3,3,,
11687,11688,18,2,3,15.34,7.67,2,3,3,5,3,2,1,1,2,1,3,2,1,3,3,"7,8,1",1,3,3,,
11688,11689,19,2,1,15.06,7.53,3,3,5,4,2,2,2,1,1,1,2,3,1,3,3,"6,7,5",21,6,7,,
11689,11690,19,2,1,17.88,8.94,1,2,2,1,2,3,3,2,2,1,3,2,3,2,3,"5,3,2",2,1,4,,
11690,11691,18,2,3,18.84,9.42,3,3,3,5,3,3,1,3,1,2,3,3,1,3,1,"8,6,5",16,5,9,,
11691,11692,19,2,2,14.04,7.02,3,1,4,2,3,1,2,3,3,1,1,3,2,2,2,"6,2,1",4,8,5,,
11692,11693,17,1,1,17.24,8.62,3,3,4,4,3,3,1,3,1,1,1,1,3,1,1,"8,1,7",11,2,6,,
11693,11694,16,1,5,14.74,7.37,3,5,4,1,2,1,1,3,3,1,2,1,3,2,3,"1,8,6",18,3,8,,
11694,11695,19,2,2,16.26,8.13,2,3,2,1,2,3,3,2,1,2,2,1,1,1,2,"3,4,7",1,3,3,,
11695,11696,18,1,3,16.16,8.08,3,1,4,4,1,3,3,3,1,1,1,3,2,2,3,"6,3,4",9,8,1,,
11696,11697,17,1,2,18.56,9.28,4,1,3,2,1,2,3,1,1,1,2,3,1,1,1,"4,8,1",6,4,5,,
11697,11698,19,2,5,16.18,8.09,2,4,5,2,2,1,3,1,2,1,1,2,1,3,3,"4,7,1",1,3,3,,
11698,11699,17,2,5,14.9,7.45,1,5,4,4,2,3,1,1,2,1,2,3,2,1,3,"3,8,2",1,3,3,,
11699,11700,17,2,3,16.84,8.42,4,3,1,2,1,1,1,1,1,1,2,2,2,2,1,"4,5,1",1,3,3,,
11700,11701,16,1,2,18.9,9.45,5,5,3,3,2,1,2,3,1,2,1,3,2,3,2,"8,5,2",6,4,5,,
11701,11702,19,1,2,17.32,8.66,4,4,5,2,1,3,3,3,3,1,1,1,2,3,3,"4,2,5",1,3,3,,
11702,11703,18,2,2,14.26,7.13,4,5,2,2,3,2,1,1,3,3,3,3,2,3,1,"1,7,4",4,8,5,,
11703,11704,18,2,3,14.92,7.46,2,2,4,2,1,3,3,1,1,2,1,3,2,3,1,"1,1,6",18,3,8,,
11704,11705,19,1,5,18.46,9.23,1,2,3,3,3,2,2,2,3,2,2,1,1,1,1,"6,4,3",2,1,4,,
11705,11706,18,1,5,18.52,9.26,4,1,1,3,1,1,2,3,1,1,3,2,3,1,3,"2,8,1",15,5,12,,
11706,11707,18,1,5,14.86,7.43,5,5,2,1,3,2,2,3,2,3,2,3,3,1,2,"6,1,4",6,4,5,,
11707,11708,16,2,1,17.46,8.73,4,5,5,2,2,1,1,3,3,2,2,1,1,2,3,"6,4,3",9,8,1,,
11708,11709,18,1,1,17.5,8.75,2,1,2,5,1,3,2,1,1,2,2,3,1,3,1,"4,7,1",6,4,5,,
11709,11710,18,2,1,17.34,8.67,2,4,4,1,1,2,1,3,3,1,2,2,2,2,3,"4,5,3",6,4,5,,
11710,11711,16,1,1,14.76,7.38,1,5,1,1,1,3,1,1,2,1,1,2,2,2,1,"1,5,6",11,2,6,,
11711,11712,16,2,3,17.02,8.51,2,4,3,2,3,3,1,1,1,1,3,3,1,3,1,"5,7,8",3,1,2,,
11712,11713,18,2,1,17.68,8.84,5,4,3,2,1,1,2,1,1,3,3,1,3,1,1,"3,5,2",2,1,4,,
11713,11714,19,2,1,18.38,9.19,2,3,5,5,1,2,2,3,3,3,3,3,2,3,3,"5,3,4",3,1,2,,
11714,11715,18,2,2,17.88,8.94,2,5,2,1,1,1,2,2,1,3,3,1,3,1,2,"4,5,2",21,6,7,,
11715,11716,16,1,1,15.9,7.95,2,2,4,4,1,1,1,3,2,2,3,1,1,1,1,"5,4,8",6,4,5,,
11716,11717,17,1,5,14.48,7.24,4,4,3,2,2,1,3,1,3,3,1,2,3,1,3,"1,3,5",15,5,12,,
11717,11718,19,1,5,15.54,7.77,3,5,2,2,1,2,2,1,2,3,3,2,1,3,1,"6,7,4",1,3,3,,
11718,11719,18,2,2,14.58,7.29,3,1,5,2,2,2,2,1,1,1,2,3,2,1,3,"1,2,1",2,1,4,,
11719,11720,18,1,2,15.5,7.75,4,2,5,3,2,2,3,1,2,2,3,1,3,3,2,"1,4,2",1,3,3,,
11720,11721,17,1,2,17.32,8.66,5,3,3,4,2,3,1,1,2,1,2,2,2,1,3,"6,5,7",6,4,5,,
11721,11722,18,2,5,15.06,7.53,4,3,1,5,1,2,1,3,2,3,2,3,3,1,1,"6,8,2",21,6,7,,
11722,11723,17,2,1,17.6,8.8,5,1,3,4,1,2,1,3,1,1,1,2,3,3,3,"5,1,4",6,4,5,,
11723,11724,17,2,4,16.66,8.33,1,4,3,3,2,2,1,3,1,1,1,1,1,3,3,"2,1,5",1,3,3,,
11724,11725,16,2,1,17.76,8.88,4,1,5,3,2,3,3,1,2,2,3,3,1,3,3,"5,1,1",10,2,2,,
11725,11726,19,2,2,16.08,8.04,1,2,1,5,2,3,1,3,3,1,3,3,2,3,2,"1,6,1",3,1,2,,
11726,11727,17,2,3,17.46,8.73,1,2,5,3,2,3,1,1,3,1,1,1,1,3,1,"1,3,4",1,3,3,,
11727,11728,16,2,2,17.34,8.67,4,4,1,3,2,1,2,3,3,2,2,1,2,3,3,"7,1,4",2,1,4,,
11728,11729,17,1,5,14.84,7.42,3,2,2,5,2,2,2,2,3,3,3,3,3,2,3,"1,1,3",21,6,7,,
11729,11730,19,2,2,16.24,8.12,3,1,2,4,3,2,3,1,3,2,1,1,3,2,1,"4,5,8",2,1,4,,
11730,11731,16,1,2,17.34,8.67,2,3,2,2,2,1,2,1,2,2,2,2,2,1,2,"3,8,7",16,5,9,,
11731,11732,16,2,3,18.96,9.48,5,1,1,3,1,3,2,2,1,3,3,1,2,3,1,"8,7,6",4,8,5,,
11732,11733,17,2,4,17.68,8.84,4,1,5,4,2,1,3,1,2,3,3,3,1,2,1,"7,1,5",1,3,3,,
11733,11734,16,1,3,18.42,9.21,5,4,1,2,3,2,3,1,3,3,3,1,1,2,1,"1,1,7",1,3,3,,
11734,11735,19,1,5,15.5,7.75,4,1,5,5,2,2,2,2,2,3,3,2,3,1,3,"8,2,3",18,3,8,,
11735,11736,17,1,1,16.42,8.21,5,2,4,1,1,3,2,3,3,1,1,3,3,2,2,"1,3,8",15,5,12,,
11736,11737,18,2,1,16.92,8.46,2,2,1,4,3,2,1,2,2,1,2,2,3,2,1,"1,1,7",21,6,7,,
11737,11738,16,1,1,14.58,7.29,5,1,4,3,1,2,1,1,1,3,1,3,1,3,2,"2,6,1",3,1,2,,
11738,11739,17,1,4,15.24,7.62,2,5,2,1,3,3,3,1,1,1,3,3,1,1,3,"5,2,8",2,1,4,,
11739,11740,17,1,3,14.46,7.23,3,4,4,5,1,3,1,2,2,3,2,2,1,1,1,"8,5,6",21,6,7,,
11740,11741,18,2,1,17.9,8.95,2,3,3,3,3,3,1,3,2,2,1,3,3,1,3,"7,3,6",15,5,12,,
11741,11742,19,1,2,14.04,7.02,1,4,2,3,1,1,1,1,2,1,1,1,1,3,2,"2,6,1",15,5,12,,
11742,11743,18,2,4,15.02,7.51,1,5,4,4,3,1,3,2,3,1,1,3,1,2,3,"4,7,1",11,2,6,,
11743,11744,16,1,1,17.36,8.68,4,3,4,5,2,1,3,1,1,3,3,2,2,3,1,"2,5,1",5,8,11,,
11744,11745,16,1,2,18.8,9.4,4,4,4,4,2,1,2,2,1,2,1,3,3,2,1,"8,1,5",15,5,12,,
11745,11746,19,1,2,18.72,9.36,3,2,5,2,1,1,2,3,2,2,1,1,3,2,1,"8,3,6",2,1,4,,
11746,11747,18,1,4,18.5,9.25,3,5,1,1,2,2,3,1,1,1,1,1,1,1,1,"8,2,4",1,3,3,,
11747,11748,17,1,1,15.64,7.82,4,3,5,1,3,3,2,3,2,1,3,3,2,2,1,"3,1,6",3,1,2,,
11748,11749,17,1,1,17.36,8.68,3,2,5,5,3,3,1,2,3,3,2,3,2,1,1,"6,5,2",4,8,5,,
11749,11750,19,2,2,15.92,7.96,4,2,3,2,2,2,2,2,1,1,2,3,2,2,3,"4,2,1",5,8,11,,
11750,11751,16,2,2,16.58,8.29,4,2,2,4,2,3,2,2,2,1,1,2,1,2,2,"5,3,7",3,1,2,,
11751,11752,17,2,2,18.2,9.1,3,4,4,2,3,3,3,3,2,1,1,3,2,2,2,"5,7,1",3,1,2,,
11752,11753,19,1,1,18.38,9.19,1,2,4,4,2,2,1,2,2,3,2,2,2,2,1,"2,5,1",15,5,12,,
11753,11754,18,1,5,18.64,9.32,4,1,4,3,2,3,1,3,3,2,2,2,3,1,1,"1,8,1",21,6,7,,
11754,11755,19,1,3,14.82,7.41,2,1,4,2,1,2,1,1,2,2,1,1,3,1,3,"4,8,1",6,4,5,,
11755,11756,16,2,1,18.26,9.13,2,4,1,4,3,3,3,1,1,2,3,2,3,2,3,"3,5,7",18,3,8,,
11756,11757,17,2,3,18.8,9.4,4,1,1,1,2,1,1,2,3,3,1,2,1,3,2,"2,3,6",10,2,2,,
11757,11758,19,2,5,17.66,8.83,3,3,1,3,3,2,2,2,2,1,3,2,1,1,3,"3,2,6",15,5,12,,
11758,11759,16,2,1,14.72,7.36,4,5,1,4,3,3,2,2,2,1,1,1,3,3,3,"1,4,6",15,5,12,,
11759,11760,18,2,4,14.5,7.25,4,2,1,3,2,3,1,2,2,2,2,2,2,3,3,"4,8,5",15,5,12,,
11760,11761,17,1,2,16.36,8.18,5,2,5,3,2,3,2,2,3,2,2,1,3,3,3,"8,1,3",16,5,9,,
11761,11762,16,2,1,17.88,8.94,5,1,4,1,2,3,2,2,3,3,3,2,3,3,2,"2,8,5",2,1,4,,
11762,11763,17,2,4,18.08,9.04,3,3,5,1,3,3,3,2,1,2,3,3,1,1,2,"7,3,1",9,8,1,,
11763,11764,18,1,1,16.64,8.32,3,3,2,1,2,3,2,2,1,2,2,1,1,3,2,"5,3,4",4,8,5,,
11764,11765,19,2,1,14.84,7.42,2,3,2,3,3,2,2,3,3,1,2,1,1,1,2,"2,8,1",3,1,2,,
11765,11766,17,2,3,18.98,9.49,5,1,2,4,1,2,3,2,3,2,2,3,2,3,1,"1,1,7",2,1,4,,
11766,11767,16,1,5,18.3,9.15,5,5,1,5,3,3,1,1,1,2,2,2,3,1,1,"6,8,1",5,8,11,,
11767,11768,18,1,4,16.82,8.41,2,5,3,5,2,2,1,1,3,2,1,3,2,3,2,"7,1,6",3,1,2,,
11768,11769,19,2,1,14.92,7.46,4,5,3,4,1,2,3,3,2,2,3,3,3,2,2,"8,2,7",8,5,1,,
11769,11770,16,1,1,16.56,8.28,4,5,3,4,3,2,3,2,1,3,3,3,1,2,1,"1,4,3",4,8,5,,
11770,11771,19,1,1,18,9,3,2,1,2,1,3,2,3,1,2,2,2,3,2,2,"3,1,2",2,1,4,,
11771,11772,19,2,5,17.06,8.53,5,2,1,2,1,1,3,1,3,1,1,3,2,3,3,"8,5,3",2,1,4,,
11772,11773,16,1,1,16.58,8.29,4,5,2,1,1,2,2,3,1,2,3,3,1,3,1,"8,1,4",9,8,1,,
11773,11774,19,2,4,17.42,8.71,5,2,4,1,2,1,2,1,1,3,3,1,3,2,2,"3,1,8",9,8,1,,
11774,11775,19,2,1,14.6,7.3,1,5,4,4,3,2,1,3,1,1,1,2,1,2,2,"4,2,6",6,4,5,,
11775,11776,17,2,3,15.02,7.51,2,5,4,4,3,2,1,3,3,1,2,2,3,1,3,"1,4,3",4,8,5,,
11776,11777,18,2,3,15.1,7.55,3,1,2,5,2,3,1,2,1,2,1,1,2,1,3,"7,5,4",11,2,6,,
11777,11778,17,1,2,14.54,7.27,2,1,3,3,2,1,1,2,3,1,3,1,2,1,1,"7,6,3",11,2,6,,
11778,11779,18,2,4,15.68,7.84,5,4,1,1,3,3,2,1,1,2,1,3,3,1,3,"8,4,1",2,1,4,,
11779,11780,16,2,4,16.76,8.38,2,5,5,2,3,3,1,3,1,3,1,1,1,3,3,"1,8,1",11,2,6,,
11780,11781,19,2,1,14.04,7.02,5,2,1,1,3,2,1,2,1,2,3,2,1,3,3,"6,2,1",2,1,4,,
11781,11782,18,2,4,14.02,7.01,1,3,3,4,2,1,2,1,3,1,2,1,1,1,2,"1,5,8",11,2,6,,
11782,11783,16,1,4,14.04,7.02,2,1,5,4,1,2,3,2,1,3,2,1,3,1,3,"5,2,3",21,6,7,,
11783,11784,16,1,2,16.38,8.19,5,1,1,4,1,3,2,1,3,1,1,2,2,1,2,"4,1,5",1,3,3,,
11784,11785,16,1,1,18.98,9.49,2,3,5,3,3,3,3,1,3,2,2,1,3,2,1,"3,1,4",6,4,5,,
11785,11786,19,1,4,17.36,8.68,3,3,4,4,2,2,2,3,3,2,1,3,3,3,1,"5,3,1",1,3,3,,
11786,11787,19,1,4,14.06,7.03,4,5,2,2,3,1,3,3,3,3,1,1,1,2,3,"7,1,5",2,1,4,,
11787,11788,16,1,4,17.72,8.86,2,1,5,5,1,1,3,3,2,2,3,2,1,1,1,"4,1,2",3,1,2,,
11788,11789,19,1,1,18.94,9.47,3,3,1,5,2,3,1,1,1,2,3,2,1,2,3,"6,3,4",21,6,7,,
11789,11790,18,2,3,16.46,8.23,4,5,3,1,3,3,2,3,2,2,1,2,1,3,1,"5,7,3",8,5,1,,
11790,11791,16,2,1,15.48,7.74,3,1,1,5,3,2,1,3,2,1,3,1,2,1,3,"1,5,1",2,1,4,,
11791,11792,16,2,4,15.76,7.88,1,4,5,3,3,3,2,1,3,1,1,3,3,1,1,"4,1,8",6,4,5,,
11792,11793,19,2,5,16.26,8.13,1,3,5,3,1,2,3,2,2,3,2,3,3,1,2,"7,8,1",10,2,2,,
11793,11794,18,2,3,15.76,7.88,2,3,1,5,2,1,1,1,3,3,2,1,1,3,1,"6,5,1",1,3,3,,
11794,11795,18,1,1,14.26,7.13,1,5,4,3,2,1,1,3,2,1,1,2,3,2,1,"4,1,2",8,5,1,,
11795,11796,18,1,1,18.02,9.01,5,1,4,5,3,2,1,1,1,1,3,3,3,3,1,"4,6,3",8,5,1,,
11796,11797,17,1,3,14.52,7.26,1,5,5,4,2,2,3,2,1,2,3,1,2,1,2,"1,1,4",6,4,5,,
11797,11798,19,2,1,18.78,9.39,2,3,3,3,2,1,2,1,2,2,3,1,1,1,2,"6,1,4",3,1,2,,
11798,11799,19,1,1,15.46,7.73,2,2,2,4,1,2,2,3,2,2,3,2,2,3,1,"3,7,6",2,1,4,,
11799,11800,19,1,1,16.02,8.01,5,4,1,3,1,3,1,2,1,2,1,1,3,1,1,"8,6,4",2,1,4,,
11800,11801,18,1,5,14.16,7.08,2,3,3,1,1,2,2,3,1,3,1,3,2,1,2,"7,1,1",5,8,11,,
11801,11802,17,2,1,14.12,7.06,1,5,2,4,1,3,1,1,3,3,3,3,1,3,3,"5,7,8",6,4,5,,
11802,11803,17,2,4,14.38,7.19,4,4,4,2,2,1,2,3,3,3,2,1,3,1,3,"4,5,3",16,5,9,,
11803,11804,16,2,3,16.02,8.01,4,2,2,4,2,3,2,2,2,2,3,3,1,3,2,"1,1,4",5,8,11,,
11804,11805,18,1,5,17.32,8.66,1,3,5,3,2,3,1,1,3,3,2,1,1,1,1,"2,6,4",1,3,3,,
11805,11806,17,1,3,17.2,8.6,3,2,1,4,1,2,2,3,3,2,2,1,3,2,3,"5,4,1",6,4,5,,
11806,11807,19,2,5,15.28,7.64,4,5,3,4,3,1,2,2,2,2,1,2,3,1,1,"5,4,3",6,4,5,,
11807,11808,18,2,1,14.28,7.14,1,3,1,2,3,3,3,2,2,2,2,3,2,1,2,"1,5,7",1,3,3,,
11808,11809,16,2,5,16.04,8.02,3,1,2,5,3,1,3,3,2,1,1,1,1,1,2,"3,2,1",4,8,5,,
11809,11810,18,1,2,14.76,7.38,1,5,3,3,3,1,2,1,3,3,2,1,1,2,3,"5,4,1",6,4,5,,
11810,11811,19,2,3,18.76,9.38,2,3,5,2,1,1,2,2,2,2,2,3,2,2,3,"7,4,1",5,8,11,,
11811,11812,17,1,3,16.98,8.49,3,1,1,2,2,3,1,3,3,3,1,2,2,1,2,"7,6,2",10,2,2,,
11812,11813,18,2,1,15.86,7.93,1,1,5,3,1,2,2,2,1,3,2,3,2,3,1,"1,5,7",6,4,5,,
11813,11814,16,2,4,16.68,8.34,4,5,4,4,3,1,1,1,3,1,1,3,2,2,1,"5,1,4",4,8,5,,
11814,11815,17,1,1,16.94,8.47,2,5,3,1,1,3,2,1,2,3,3,3,2,2,3,"1,8,3",3,1,2,,
11815,11816,19,1,5,16.08,8.04,5,4,3,1,1,1,1,2,2,2,2,2,3,3,1,"3,1,2",8,5,1,,
11816,11817,16,1,1,18.42,9.21,1,1,4,4,2,3,3,2,1,1,1,1,1,3,3,"8,3,1",16,5,9,,
11817,11818,17,1,1,18.52,9.26,2,1,1,5,3,2,2,3,2,1,1,3,3,1,3,"3,7,1",10,2,2,,
11818,11819,19,2,3,15.18,7.59,5,3,3,3,2,1,3,2,3,2,3,2,3,1,2,"2,7,8",1,3,3,,
11819,11820,18,2,4,18.38,9.19,2,2,3,2,1,1,2,3,2,1,1,2,2,3,2,"8,4,6",2,1,4,,
11820,11821,19,1,2,16.9,8.45,2,4,1,2,3,1,1,1,3,2,3,3,1,2,1,"3,1,7",4,8,5,,
11821,11822,16,2,1,16.76,8.38,2,2,1,2,1,3,2,3,1,1,2,2,1,3,1,"5,6,1",18,3,8,,
11822,11823,18,2,3,16.1,8.05,3,3,3,4,3,1,2,2,3,2,2,1,2,1,3,"5,8,7",1,3,3,,
11823,11824,17,1,1,14.36,7.18,3,4,2,3,2,3,1,2,2,1,1,3,1,1,3,"7,4,1",10,2,2,,
11824,11825,16,1,1,17.18,8.59,3,5,5,3,1,1,1,3,1,1,1,3,3,1,1,"5,8,1",21,6,7,,
11825,11826,17,2,5,15.82,7.91,4,2,5,2,3,2,3,2,3,1,2,2,3,3,3,"1,7,3",4,8,5,,
11826,11827,18,1,3,17.94,8.97,5,5,4,4,2,3,2,2,1,2,3,1,1,1,2,"4,8,7",5,8,11,,
11827,11828,19,2,4,14.34,7.17,3,2,4,5,3,3,3,2,2,1,1,2,2,2,2,"1,3,2",6,4,5,,
11828,11829,19,2,1,17.22,8.61,1,5,4,1,3,2,1,1,2,1,2,1,1,3,1,"1,5,7",4,8,5,,
11829,11830,16,2,4,15.56,7.78,3,3,3,5,1,2,2,3,1,1,1,3,2,2,2,"7,5,1",1,3,3,,
11830,11831,16,1,1,14.12,7.06,2,5,1,4,2,1,2,3,3,1,1,2,1,2,3,"7,1,3",21,6,7,,
11831,11832,18,2,4,17.12,8.56,1,3,1,2,2,3,3,2,1,3,1,3,1,2,1,"1,4,6",3,1,2,,
11832,11833,16,1,1,14.86,7.43,2,4,2,1,1,2,1,1,2,2,1,2,1,1,3,"1,2,7",2,1,4,,
11833,11834,18,1,2,18.42,9.21,4,3,3,5,3,2,2,2,2,2,3,1,1,1,1,"7,1,2",3,1,2,,
11834,11835,16,1,2,15.2,7.6,3,2,3,3,3,3,3,2,1,2,2,1,1,1,1,"5,6,2",1,3,3,,
11835,11836,18,2,1,17.68,8.84,1,2,1,1,2,1,3,3,1,1,2,1,2,2,1,"4,2,3",5,8,11,,
11836,11837,18,1,4,17.94,8.97,1,1,3,4,1,1,1,3,2,2,2,2,1,1,1,"4,2,8",4,8,5,,
11837,11838,16,1,2,15,7.5,2,5,5,5,2,2,2,1,1,1,1,1,1,1,3,"3,7,5",2,1,4,,
11838,11839,19,2,1,14.04,7.02,3,5,4,4,1,2,1,1,3,2,3,2,2,2,3,"3,6,2",1,3,3,,
11839,11840,17,2,1,16.26,8.13,1,1,1,5,1,2,3,1,2,1,2,1,3,2,2,"2,6,3",3,1,2,,
11840,11841,16,1,3,16.46,8.23,2,3,1,5,3,1,2,1,3,2,2,1,3,3,2,"8,6,4",1,3,3,,
11841,11842,18,2,2,15.56,7.78,4,1,5,4,2,1,1,1,1,2,1,2,3,3,1,"8,1,1",2,1,4,,
11842,11843,19,2,1,16.96,8.48,4,3,3,3,3,2,3,2,2,3,1,3,2,2,2,"2,5,7",1,3,3,,
11843,11844,19,2,4,16.92,8.46,4,1,1,2,2,2,1,1,3,3,2,2,1,1,1,"6,1,7",3,1,2,,
11844,11845,18,1,1,18.24,9.12,3,2,3,3,1,1,1,3,3,1,2,3,3,3,2,"4,3,2",10,2,2,,
11845,11846,18,1,2,16.38,8.19,4,3,3,1,1,3,2,1,1,2,2,3,2,2,3,"1,1,2",10,2,2,,
11846,11847,18,1,3,17.72,8.86,1,3,1,2,3,3,3,1,3,2,2,3,2,2,3,"7,1,4",1,3,3,,
11847,11848,18,1,3,16.36,8.18,2,3,5,4,1,2,1,1,2,3,1,1,3,3,1,"4,3,1",6,4,5,,
11848,11849,18,2,1,16.08,8.04,3,2,1,4,2,1,1,2,3,3,2,3,2,3,3,"8,1,7",1,3,3,,
11849,11850,18,2,4,14.76,7.38,4,2,3,1,1,1,2,2,2,1,1,2,2,2,1,"5,1,7",4,8,5,,
11850,11851,16,2,5,14.48,7.24,5,1,4,1,1,3,1,1,2,1,3,3,3,2,1,"6,2,3",3,1,2,,
11851,11852,18,2,3,15.6,7.8,3,1,4,3,2,3,1,3,2,2,2,1,2,2,2,"8,2,4",11,2,6,,
11852,11853,18,2,4,14.86,7.43,2,3,5,3,3,1,2,3,2,3,1,3,2,3,1,"6,3,2",15,5,12,,
11853,11854,18,1,3,15.6,7.8,5,3,2,1,3,1,2,1,2,3,2,3,2,1,1,"2,4,1",1,3,3,,
