Id,Age,Gender,Departments,Average Score,Habit,Field_of_Interest,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred_Location,Key Factors for Future Job,Major
10224,19,2,2,8.22,"5,8,2","1,4,9",1,5,4,5,2,3,1,1,3,3,2,3,1,2,2,"7,2,6",8
10225,18,2,1,7.48,"4,2,5","6,7,9",4,1,1,1,2,2,2,2,2,3,1,3,3,1,3,"7,1,5",10
10226,17,1,3,8.32,"7,2,5","4,6,9",1,1,2,2,2,1,1,2,3,2,2,2,3,1,3,"4,6,8",5
10227,16,1,4,7.03,"2,4,5","1,2,6",2,4,1,5,3,1,2,1,1,2,3,3,3,1,3,"1,1,3",4
10228,17,2,1,8.41,"3,1,2","10,2,6",4,4,5,5,2,3,2,2,2,2,2,1,2,1,3,"3,6,7",10
10229,19,2,2,8.68,"2,8,5","10,11,2",1,5,2,2,2,2,1,1,3,3,1,3,2,3,1,"4,5,8",16
10230,17,2,4,8.07,"5,7,1","1,11,12",5,2,2,2,3,3,3,1,2,1,3,3,3,3,1,"3,2,5",6
10231,17,2,4,8.51,"2,6,1","12,7,9",5,5,2,5,3,1,1,1,2,3,2,2,2,1,2,"8,2,3",5
10232,18,1,3,8.23,"1,5,7","3,5,8",1,4,4,4,2,3,2,1,2,1,3,2,1,1,1,"8,2,4",5
10233,17,2,2,7.07,"3,6,7","1,11,2",5,5,1,5,2,3,2,1,2,1,1,2,3,2,1,"3,5,1",16
10234,18,2,4,7.28,"7,1,3","4,8,9",4,1,5,1,1,1,2,1,3,1,2,2,3,1,2,"8,1,6",19
10235,17,1,4,9.15,"7,1,6","6,7,9",5,4,2,2,2,1,3,1,3,2,2,1,3,2,1,"2,8,1",21
10236,16,1,1,7.3,"6,2,3","12,3,7",2,4,4,5,2,2,3,3,2,2,3,2,2,1,1,"2,6,3",4
10237,17,1,2,9.1,"8,5,3","1,6,7",4,2,2,1,3,3,2,3,3,1,2,3,3,3,2,"2,8,7",8
10238,18,2,1,7.12,"8,4,3","1,10,9",2,2,5,3,1,2,1,2,1,2,3,1,1,3,1,"8,4,3",4
10239,16,1,2,9.11,"8,3,1","10,3,5",3,2,3,4,3,3,3,1,2,3,1,2,2,1,2,"6,8,1",8
10240,16,2,1,7.66,"4,8,1","11,2,4",2,3,2,1,1,1,3,1,2,1,3,3,3,1,2,"7,4,3",6
10241,16,2,4,7.36,"3,8,2","10,11,9",2,2,3,5,3,1,2,2,3,3,1,1,1,1,3,"7,4,1",1
10242,19,1,3,8.81,"2,7,5","10,7,8",5,5,3,5,3,1,2,2,2,3,1,3,2,2,1,"7,2,3",5
10243,19,2,5,7.88,"1,5,2","12,6,7",1,1,4,1,1,1,2,3,2,3,2,2,1,2,3,"7,1,1",1
10244,16,1,3,9.22,"3,5,8","1,6,7",4,2,4,2,2,1,3,3,2,1,3,2,3,1,2,"8,4,6",21
10245,18,1,1,8.29,"7,1,6","10,2,4",3,5,1,1,2,1,3,3,1,1,3,1,2,2,2,"6,1,8",21
10246,19,2,1,8.92,"2,7,8","11,2,8",3,5,5,4,2,2,3,1,3,2,3,1,3,1,2,"8,7,3",4
10247,18,2,3,8.37,"3,8,5","12,4,8",3,4,1,5,2,3,1,3,3,3,1,1,1,2,1,"8,6,3",5
10248,17,1,2,7.38,"5,3,2","1,4,9",4,5,3,3,2,3,1,3,2,1,1,2,1,3,2,"2,3,5",15
10249,18,1,2,9.13,"7,3,2","12,3,4",5,1,2,5,1,3,2,1,2,1,3,1,2,3,1,"6,2,1",16
10250,17,1,3,7.74,"5,7,6","11,7,9",2,3,5,4,2,3,3,2,2,2,2,3,1,2,3,"6,1,4",5
10251,17,1,4,8.21,"8,4,6","3,6,8",3,3,3,2,2,2,2,1,1,1,2,1,2,1,1,"2,8,6",19
10252,18,1,1,9.07,"6,1,7","11,2,9",2,4,1,1,2,1,2,3,3,2,2,1,1,2,1,"8,1,4",10
10253,19,2,2,7.17,"5,4,8","10,3,6",2,2,3,4,2,2,1,3,3,3,2,1,1,3,1,"8,4,5",8
10254,19,2,1,8.62,"6,4,5","11,2,8",5,3,2,5,2,1,2,2,2,3,3,2,2,1,1,"7,6,4",4
10255,16,1,3,7.23,"1,3,6","11,12,7",2,2,2,4,2,1,2,2,3,3,3,3,3,3,1,"1,4,1",5
10256,17,1,5,8.26,"2,4,8","12,3,8",4,3,1,1,2,2,1,1,3,3,2,3,1,3,3,"7,8,1",1
10257,16,1,1,8.96,"8,5,6","10,3,8",3,3,1,4,2,2,2,2,2,1,1,2,2,1,3,"6,4,7",10
10258,17,2,3,9.09,"5,1,8","1,3,8",2,2,3,2,1,1,1,1,1,3,3,2,3,2,2,"1,5,4",5
10259,16,2,4,8.05,"4,6,1","10,2,5",2,4,2,4,3,2,1,2,2,1,3,3,3,1,1,"6,8,3",4
10260,18,2,1,9.31,"5,1,7","4,5,8",2,5,4,1,2,3,1,2,3,3,1,2,3,2,1,"3,5,1",4
10261,18,2,1,9.23,"1,2,3","11,2,6",1,1,2,1,3,1,2,1,1,3,2,2,1,3,1,"6,2,8",10
10262,17,2,2,8.39,"1,6,3","11,6,7",2,3,3,4,3,2,2,1,1,1,1,2,3,3,1,"6,1,7",8
10263,16,2,3,8.06,"8,6,2","12,4,8",1,3,5,1,1,2,1,3,1,2,1,2,1,1,2,"3,1,5",5
10264,17,1,3,8.19,"4,5,3","10,4,7",1,2,5,4,2,3,1,1,1,3,1,1,3,3,1,"4,5,1",22
10265,16,2,5,8.87,"8,1,5","1,10,3",2,5,5,1,1,3,3,2,3,1,3,1,1,3,1,"2,1,4",14
10266,17,2,5,9.32,"5,1,4","4,5,7",1,2,1,2,2,1,2,2,3,3,1,2,3,2,3,"6,4,2",1
10267,19,1,1,8.75,"6,7,8","1,10,2",1,1,3,5,1,1,2,2,3,1,2,3,1,2,3,"4,2,8",6
10268,17,2,1,7.46,"2,5,3","10,4,9",5,3,3,1,2,3,1,2,2,2,2,3,3,2,2,"4,8,2",6
10269,19,2,5,8.36,"2,8,5","12,2,5",5,1,5,2,3,2,2,1,2,2,3,3,2,1,1,"6,1,2",2
10270,16,1,3,7.13,"1,8,2","3,5,9",4,2,1,3,3,3,1,3,3,2,1,3,2,1,2,"3,1,5",21
10271,17,1,2,8.31,"3,8,4","2,8,9",1,2,4,3,2,3,1,3,3,3,2,1,2,1,1,"3,8,5",8
10272,19,2,5,8.81,"2,6,7","10,6,8",1,2,5,1,1,2,3,3,2,2,2,2,2,2,1,"2,7,8",1
10273,18,2,2,8.78,"4,2,1","11,2,7",2,5,1,3,1,2,3,1,1,1,3,2,3,3,3,"6,4,7",15
10274,17,1,5,9.36,"8,2,4","1,4,7",2,2,3,4,2,1,2,1,3,3,3,3,3,1,1,"7,6,3",1
10275,18,1,1,8.15,"6,5,4","10,2,6",2,1,2,1,3,3,2,2,3,1,3,3,3,2,2,"5,4,1",6
10276,18,1,1,9.34,"4,7,5","4,5,7",1,3,2,3,2,1,3,3,3,2,1,3,2,1,1,"1,1,4",13
10277,19,2,2,7.12,"5,6,1","3,4,8",5,3,5,4,1,2,1,2,3,3,1,1,1,1,3,"6,5,1",16
10278,18,2,5,8.87,"1,2,4","2,3,6",2,2,2,5,3,2,2,2,1,2,2,2,2,1,1,"1,5,1",14
10279,16,2,4,9.22,"8,1,6","10,3,7",4,4,3,2,1,2,2,3,1,1,1,2,1,3,3,"4,5,8",1
10280,18,2,2,9.38,"1,4,8","1,3,7",4,2,2,2,2,3,2,2,3,1,3,1,3,2,2,"8,1,7",16
10281,19,2,3,7.3,"8,4,6","11,12,2",4,2,1,2,2,3,1,3,3,2,2,1,1,3,2,"6,1,2",5
10282,17,2,1,8.23,"1,2,4","10,7,9",4,5,1,4,3,3,3,1,2,1,1,1,3,3,3,"2,8,4",11
10283,18,2,5,7.18,"1,8,7","12,8,9",5,1,2,2,2,1,1,3,2,1,1,2,2,3,1,"1,7,5",1
10284,17,1,1,8.12,"5,3,8","11,5,6",3,2,1,1,2,3,1,3,2,3,2,1,1,1,3,"2,1,8",4
10285,17,2,3,8.85,"7,4,3","10,5,8",5,5,1,4,2,2,2,1,2,3,2,3,3,3,2,"8,6,5",5
10286,16,1,1,8.62,"2,4,8","2,6,8",4,4,1,1,2,2,1,3,1,2,3,3,2,1,1,"6,1,3",4
10287,19,2,5,7.55,"7,8,2","2,3,9",2,1,2,1,3,3,2,3,3,2,1,3,1,2,3,"2,5,1",2
10288,18,1,1,7.22,"8,1,2","1,12,5",3,3,2,4,1,2,2,3,3,3,3,3,2,3,1,"6,3,1",6
10289,19,2,1,8.32,"5,6,3","11,5,6",4,5,1,3,1,1,3,2,3,1,3,3,1,1,3,"5,3,2",6
10290,16,2,1,8.28,"5,4,7","11,2,6",3,3,2,2,3,3,3,1,2,2,3,2,1,1,1,"1,6,2",8
10291,18,1,1,7.14,"2,8,6","10,2,6",2,3,3,4,2,2,3,3,2,1,3,1,1,1,3,"1,3,2",4
10292,16,2,5,8.95,"2,6,8","3,6,7",5,4,2,5,1,2,1,3,3,3,1,1,2,2,2,"4,5,2",1
10293,18,1,4,8.37,"7,4,8","1,11,9",3,5,5,1,1,2,3,1,1,1,2,3,1,3,2,"3,6,8",6
10294,18,2,2,7.1,"1,7,4","11,12,9",5,3,5,2,2,2,2,1,1,1,2,3,3,2,1,"1,7,2",16
10295,19,2,1,8.95,"1,5,7","11,4,9",2,3,4,5,2,2,2,2,2,2,1,1,2,2,1,"7,5,2",10
10296,17,2,2,9.4,"3,8,1","10,12,9",4,4,4,5,1,2,3,2,1,2,1,1,2,2,2,"1,4,1",16
10297,16,1,1,7.73,"3,7,5","10,11,6",3,3,5,4,1,2,1,2,2,3,3,2,2,3,1,"7,6,1",4
10298,19,2,1,9.21,"7,1,6","10,4,5",5,1,1,1,2,3,1,2,3,3,3,3,2,1,2,"7,1,5",6
10299,16,2,5,8.04,"3,7,5","2,5,9",2,2,5,3,1,1,3,1,2,1,1,2,2,1,3,"7,4,6",3
10300,17,2,1,8.38,"5,3,8","4,5,7",1,4,3,4,1,2,1,3,1,1,2,2,2,1,1,"1,5,2",4
10301,18,2,3,9.44,"5,7,4","1,11,9",4,3,3,4,3,3,1,1,2,1,2,2,3,2,3,"6,2,1",22
10302,16,1,3,7.99,"1,8,6","1,11,8",2,3,1,3,2,3,3,2,1,3,2,1,1,2,3,"6,7,3",5
10303,16,1,3,8.81,"2,8,3","2,6,9",1,1,4,5,2,2,2,1,2,3,1,3,2,1,3,"3,8,2",22
10304,17,1,5,9.24,"2,3,8","10,4,8",2,5,5,5,3,3,1,3,3,2,2,3,2,2,1,"8,2,5",14
10305,18,1,5,7.14,"5,4,7","12,2,8",2,3,2,4,3,2,1,2,1,1,2,1,3,3,2,"1,5,4",14
10306,19,1,1,7.24,"7,3,2","3,6,8",1,1,3,5,2,2,2,3,2,3,1,1,2,2,1,"5,2,3",10
10307,18,1,3,7.51,"5,3,6","4,8,9",4,1,1,5,1,3,3,1,1,2,2,2,3,1,2,"3,2,1",5
10308,17,1,2,8.12,"7,5,2","2,3,7",3,5,3,5,3,3,2,2,2,2,2,1,1,2,1,"7,1,8",8
10309,18,2,3,9.08,"7,1,4","1,10,7",5,4,3,5,3,3,3,2,2,3,3,1,1,2,1,"8,5,4",5
10310,17,1,5,8.67,"4,3,2","12,5,8",5,3,2,1,2,1,1,3,2,2,3,2,1,2,3,"2,4,3",3
10311,18,2,4,7.41,"3,1,5","11,12,3",4,5,3,5,2,3,1,2,2,1,2,2,3,3,3,"3,1,7",18
10312,17,2,1,8.91,"3,5,8","12,6,9",4,3,1,3,1,1,1,2,1,2,3,1,1,1,3,"6,8,7",13
10313,19,1,1,8.41,"6,1,7","11,3,9",5,3,3,5,2,1,3,3,1,3,2,1,3,1,1,"8,1,4",9
10314,16,1,1,8.5,"5,4,2","7,8,9",3,4,2,4,3,3,2,1,2,3,2,3,3,1,2,"5,4,1",10
10315,16,1,3,8.34,"4,5,8","12,2,9",2,1,1,4,3,3,3,3,3,1,1,2,2,3,3,"6,8,1",5
10316,17,2,1,7.87,"4,3,5","1,10,4",2,4,5,2,3,2,1,1,3,3,2,1,2,2,2,"2,3,4",7
10317,18,1,1,8.08,"8,5,3","12,2,5",5,3,4,2,2,3,1,3,3,2,3,3,2,2,1,"1,2,5",4
10318,19,1,1,8.87,"6,1,5","11,5,8",4,2,1,3,1,1,3,2,3,3,1,3,1,1,1,"5,8,6",13
10319,18,1,4,8.54,"1,8,5","11,2,8",5,2,3,3,1,3,3,1,3,3,2,3,1,3,1,"1,3,6",5
10320,17,2,1,7.33,"7,2,5","2,5,9",5,2,4,1,1,3,2,2,2,3,2,1,2,1,1,"6,2,5",10
10321,19,2,4,8.45,"3,8,7","1,2,3",5,1,5,4,2,3,1,3,2,2,1,3,2,2,1,"2,1,1",1
10322,16,1,4,9.18,"7,4,2","5,6,7",2,4,1,2,1,3,3,3,3,1,1,1,3,3,1,"3,2,1",5
10323,16,2,1,8.01,"2,4,6","10,11,5",1,4,2,1,3,3,2,3,3,1,3,1,2,3,1,"1,5,7",10
10324,16,1,3,8.24,"4,8,5","1,5,9",2,3,3,5,3,3,3,3,3,3,1,2,3,2,2,"3,2,6",5
10325,16,1,1,7.3,"4,3,2","12,3,6",5,2,4,3,3,3,1,3,1,1,2,2,1,3,3,"4,1,7",8
10326,17,2,4,8.62,"6,2,4","10,12,8",4,4,4,1,1,3,1,2,3,2,1,3,3,1,1,"6,8,3",1
10327,17,1,3,8.47,"1,3,2","2,4,7",4,4,1,3,1,2,1,3,2,1,2,1,1,1,3,"8,6,5",5
10328,19,1,1,7.22,"6,2,8","1,2,8",3,2,3,5,3,1,2,1,3,2,1,2,3,2,2,"3,4,6",9
10329,16,2,3,9.04,"8,1,5","12,5,6",5,3,3,2,1,1,2,2,2,1,2,3,1,2,3,"1,1,6",5
10330,17,1,3,8.22,"7,6,8","12,2,8",2,5,4,4,3,2,2,3,1,3,3,3,1,3,2,"6,4,5",5
10331,19,2,1,9.36,"7,1,5","11,12,2",1,5,1,2,2,2,2,2,1,2,1,2,1,3,1,"3,1,4",10
10332,18,2,2,9.41,"6,1,8","10,6,9",1,3,4,3,2,1,3,1,3,2,2,3,1,2,3,"3,4,8",8
10333,16,2,1,8.28,"3,8,2","1,11,3",1,5,5,3,3,1,2,1,3,3,1,1,3,2,2,"8,5,6",10
10334,17,2,2,7.24,"3,6,1","3,4,9",3,4,5,1,2,2,2,3,2,3,3,2,2,1,1,"8,1,7",8
10335,19,1,2,8.93,"8,7,2","11,5,9",2,2,2,3,3,3,2,3,2,2,2,3,3,2,2,"1,3,8",8
10336,16,1,4,7.5,"1,4,6","6,8,9",1,2,1,5,1,2,2,2,3,3,2,2,3,1,3,"6,8,4",5
10337,17,2,2,8.5,"1,4,6","3,4,7",1,4,1,2,3,1,3,3,1,2,3,1,3,1,3,"1,1,2",8
10338,17,1,5,9.11,"3,6,2","3,5,7",1,4,4,2,3,1,3,3,1,3,2,3,1,3,3,"5,4,6",14
10339,18,2,3,7.12,"4,3,8","1,3,7",4,2,1,2,2,2,2,2,1,3,1,1,3,1,2,"2,7,4",5
10340,19,2,1,7,"6,8,3","3,4,6",1,1,5,2,3,2,2,1,1,2,1,1,3,3,2,"1,2,1",10
10341,19,1,1,7.43,"1,8,5","1,12,2",3,4,5,5,1,2,1,3,2,1,1,3,3,3,2,"7,1,4",4
10342,18,2,5,9.33,"6,8,3","3,6,8",5,4,1,2,3,2,2,3,2,1,1,2,2,3,3,"3,2,5",2
10343,19,1,2,8.31,"3,8,2","2,3,6",3,3,2,2,3,3,3,1,3,2,1,1,3,1,1,"6,1,8",8
10344,16,1,1,9.28,"3,8,2","6,7,8",3,3,2,2,2,2,3,3,1,1,1,2,3,2,3,"3,5,8",8
10345,18,1,1,9.27,"8,2,4","10,2,6",3,3,1,4,1,1,2,3,2,3,1,2,3,1,1,"1,4,2",8
10346,16,1,5,8.39,"8,3,1","10,5,9",3,4,1,3,2,3,3,3,2,2,2,1,2,2,2,"1,6,4",3
10347,18,2,1,8.09,"2,1,5","1,3,9",5,1,2,3,2,1,3,1,3,2,3,2,3,2,2,"5,8,3",6
10348,18,2,5,8.89,"2,3,1","1,6,8",2,4,1,3,1,3,2,2,1,3,3,2,2,1,2,"3,2,7",1
10349,16,1,3,8.98,"3,6,5","11,12,7",5,2,3,3,3,2,1,3,3,1,2,2,2,3,3,"8,1,6",5
10350,16,2,3,7.92,"1,5,3","2,3,7",2,4,1,2,1,3,2,1,1,1,2,1,2,2,1,"3,1,4",21
10351,19,1,2,9.16,"4,8,7","1,12,7",2,5,3,2,1,3,3,2,1,2,1,1,3,3,1,"8,5,1",8
10352,17,2,4,7.45,"5,6,4","3,4,5",3,1,1,5,1,3,2,2,3,1,3,1,3,2,2,"1,7,5",5
10353,16,2,2,9.32,"2,8,6","1,12,6",1,1,1,1,3,1,3,3,1,2,2,2,1,3,2,"7,1,3",8
10354,17,2,5,9.44,"5,7,1","12,2,7",5,3,4,5,2,1,2,2,1,3,1,3,3,1,2,"4,1,2",1
10355,17,2,2,7.86,"4,1,2","11,2,7",4,1,5,4,2,3,1,3,1,2,2,1,1,1,2,"6,1,4",20
10356,18,2,3,8.82,"8,5,2","1,5,6",5,4,3,5,1,1,2,1,2,2,2,2,3,3,1,"1,6,3",21
10357,18,1,3,7.57,"8,3,7","1,10,9",3,3,4,4,3,1,3,2,1,2,2,1,1,1,3,"7,8,6",21
10358,16,2,1,8.67,"2,8,5","5,6,7",2,5,4,4,1,3,3,2,1,1,3,2,3,1,1,"1,5,7",11
10359,18,1,2,7.9,"6,5,1","11,12,4",2,1,1,5,2,1,1,1,2,3,3,1,1,1,2,"2,1,7",8
10360,18,1,3,7.98,"8,7,4","5,6,8",2,4,1,4,2,1,1,1,2,3,2,3,1,3,2,"1,8,4",7
10361,19,2,1,9.48,"3,5,1","11,12,9",4,2,4,4,3,1,1,2,1,3,1,2,1,2,1,"3,1,5",10
10362,19,2,1,8.16,"3,2,4","3,6,7",2,5,1,5,3,3,2,2,1,1,2,1,2,2,3,"8,2,1",10
10363,16,2,3,9.4,"7,1,5","3,6,9",2,3,4,1,3,2,3,1,3,1,2,3,1,2,2,"5,2,4",5
10364,16,2,4,9.44,"3,5,7","12,6,8",3,4,4,1,2,2,1,3,2,2,3,1,2,2,1,"8,6,1",4
10365,16,2,5,7.76,"3,2,8","1,11,2",1,5,3,2,3,1,1,2,2,3,2,1,3,3,2,"4,8,3",1
10366,19,2,4,7.98,"2,1,4","10,11,3",1,5,5,3,3,2,1,3,3,2,1,2,3,1,1,"6,1,4",4
10367,17,1,4,7.52,"5,7,6","1,10,9",1,5,1,4,2,1,2,1,3,1,3,3,2,1,2,"6,2,4",6
10368,16,1,1,7.9,"2,8,6","12,2,5",4,2,2,4,2,3,2,3,1,3,2,1,2,3,3,"8,1,4",10
10369,19,2,2,9.29,"5,7,4","11,2,9",3,4,1,3,3,3,2,3,2,1,3,3,2,1,1,"1,1,2",8
10370,18,2,1,8.73,"4,8,2","6,7,8",1,1,3,5,1,3,1,3,2,3,3,2,3,3,1,"1,1,3",4
10371,17,1,2,7.6,"3,4,6","12,4,5",4,4,4,3,1,3,2,3,2,2,3,3,2,3,1,"8,2,3",16
10372,16,2,5,8.26,"2,1,7","1,12,3",2,1,1,3,3,1,3,1,1,3,2,1,1,2,2,"2,7,4",14
10373,19,1,1,8.06,"8,2,3","1,10,3",1,2,4,3,3,2,2,2,1,3,2,2,2,3,3,"3,6,7",10
10374,17,2,1,8.01,"7,3,8","12,7,9",1,2,3,3,2,1,2,3,2,1,2,1,3,1,1,"3,7,2",10
10375,19,1,5,8.03,"6,5,4","10,6,7",1,1,5,2,2,2,3,1,1,2,1,1,2,3,3,"6,7,5",1
10376,16,2,1,9.37,"2,4,5","7,8,9",1,3,2,3,2,2,2,2,2,3,3,2,3,1,1,"6,1,3",4
10377,18,1,2,8.93,"2,3,4","1,10,7",4,5,2,3,3,1,1,3,2,2,1,2,2,3,3,"7,3,1",8
10378,18,1,5,7.75,"2,4,8","12,2,4",3,5,2,4,3,3,1,1,1,2,3,2,1,3,3,"2,1,3",1
10379,16,1,2,7.08,"2,1,7","2,7,9",1,1,3,3,1,3,2,2,2,2,3,2,3,3,3,"3,5,1",15
10380,19,2,1,8.95,"4,1,7","2,3,8",3,3,3,2,1,1,1,1,1,1,2,2,2,3,3,"7,5,8",8
10381,17,1,5,7.93,"4,6,3","1,10,7",4,5,1,4,2,3,3,3,1,2,1,3,2,3,3,"4,8,1",1
10382,16,2,5,8.43,"4,7,2","10,3,7",4,3,1,3,3,1,3,3,1,2,3,1,2,1,2,"6,8,5",3
10383,18,2,5,7.19,"7,3,4","6,7,8",1,5,5,2,2,3,3,1,1,1,2,1,2,3,1,"3,5,1",14
10384,17,2,2,7.48,"5,7,6","10,12,6",1,3,1,4,3,1,2,2,1,2,2,3,1,3,3,"5,1,4",8
10385,18,1,1,8.93,"6,3,4","10,5,8",1,5,5,5,2,3,2,2,2,2,1,2,1,1,2,"8,5,2",10
10386,18,2,2,7.26,"4,2,8","2,8,9",4,5,4,4,1,1,1,3,2,1,1,2,1,2,1,"7,8,1",8
10387,19,1,2,9.39,"3,7,8","1,2,6",4,5,3,5,3,2,3,1,2,2,1,2,3,2,1,"1,1,8",8
10388,17,2,3,8.11,"8,1,3","1,3,9",1,5,3,3,2,3,2,3,1,3,3,3,2,2,3,"6,4,8",21
10389,16,1,5,8.39,"8,3,1","2,5,6",3,2,4,5,2,3,3,3,3,1,1,1,1,3,2,"4,3,8",1
10390,16,2,3,7.72,"2,6,3","1,4,9",3,5,3,5,2,3,3,2,2,2,3,1,3,1,1,"3,4,5",5
10391,18,2,4,9.46,"5,1,6","10,2,9",5,1,4,2,2,2,3,1,2,2,3,2,1,2,1,"1,2,3",4
10392,18,1,4,9.25,"7,2,5","1,11,3",1,1,2,2,1,3,1,2,2,1,3,3,3,3,2,"4,5,2",6
10393,16,2,1,7.33,"2,8,4","4,6,8",1,5,2,2,2,3,2,3,1,2,1,3,3,1,1,"3,2,4",10
10394,16,1,5,7.34,"1,6,4","1,3,9",2,3,3,1,3,2,3,2,2,1,3,1,3,2,2,"4,8,1",1
10395,17,2,1,8.74,"4,6,3","12,3,5",2,1,4,5,3,3,1,1,2,3,2,1,3,3,1,"4,1,6",10
10396,18,2,2,8.01,"6,3,8","4,5,8",3,4,1,4,1,2,2,2,1,1,3,3,3,1,3,"5,8,1",15
10397,19,2,4,7.49,"5,6,8","10,11,3",4,3,2,4,2,3,2,3,2,3,1,1,1,2,2,"6,5,1",1
10398,16,1,2,7.92,"8,1,6","11,6,9",4,3,3,5,3,2,1,3,2,3,3,3,1,3,3,"4,8,3",8
10399,17,2,2,8.61,"6,4,3","2,3,5",2,3,5,2,2,2,1,1,1,3,3,1,2,3,1,"8,2,5",16
10400,17,2,1,8.56,"8,6,2","10,11,12",1,5,4,1,1,2,3,2,3,1,3,1,2,2,1,"1,6,4",4
10401,16,1,2,9.37,"1,3,4","6,7,9",3,4,1,2,2,1,1,2,3,2,1,1,3,2,1,"8,2,6",8
10402,16,2,1,7.04,"5,2,8","11,2,7",2,1,1,1,1,3,1,3,2,1,1,1,3,2,2,"3,8,5",4
10403,16,2,4,8.25,"2,7,6","10,4,7",2,3,1,3,2,2,1,3,1,3,2,3,3,1,3,"5,3,6",7
10404,16,2,1,7.7,"1,7,6","4,6,8",4,1,5,5,1,1,1,1,3,3,1,2,2,3,3,"3,5,1",21
10405,17,2,2,8.08,"6,8,3","11,12,3",5,2,5,2,1,3,3,3,2,2,1,3,1,3,3,"6,1,8",8
10406,17,1,1,7.12,"8,7,4","10,3,7",1,4,4,2,3,3,2,3,1,1,2,1,3,1,2,"8,7,1",10
10407,19,2,4,7.01,"4,7,3","10,11,3",1,5,1,4,1,3,1,2,2,1,2,2,2,1,3,"3,7,1",18
10408,17,1,5,9.45,"2,4,1","12,4,5",5,4,4,5,2,2,1,3,3,3,3,2,2,1,2,"6,4,2",1
10409,17,2,1,7.4,"6,1,2","4,5,6",1,5,3,2,1,1,1,3,2,2,3,1,3,3,1,"1,2,8",4
10410,18,2,2,9.45,"7,5,1","1,2,9",2,3,1,5,2,1,1,2,2,1,2,2,3,3,3,"1,8,2",8
10411,16,1,4,7.75,"5,8,3","12,4,7",1,3,4,1,1,2,2,3,1,2,2,2,3,2,1,"3,4,2",19
10412,18,2,5,7.89,"4,6,8","1,11,7",1,2,1,1,1,3,2,3,1,2,1,3,3,3,1,"8,2,3",1
10413,17,2,5,8.71,"7,6,8","10,5,9",2,3,4,2,1,3,1,1,2,1,1,3,2,3,1,"1,2,1",1
10414,17,1,1,7.02,"4,8,7","10,12,6",4,1,5,5,3,1,1,1,3,1,1,1,3,1,2,"5,7,8",8
10415,17,2,1,7.71,"5,2,3","10,4,8",3,1,4,3,2,1,1,2,3,1,1,3,3,1,1,"1,4,1",19
10416,16,1,1,8.52,"7,4,6","2,3,7",3,5,2,3,3,2,1,2,3,3,3,1,2,1,2,"2,6,8",6
10417,16,2,1,7.14,"3,8,2","1,4,6",3,1,2,5,1,3,2,2,2,3,3,1,3,3,3,"7,4,5",4
10418,19,2,2,7.28,"3,6,7","11,2,8",2,5,2,5,2,2,3,1,2,1,1,2,3,3,3,"7,4,3",16
10419,16,2,3,8.35,"1,6,7","10,11,9",5,1,2,4,1,2,2,2,3,3,3,1,1,2,3,"1,8,1",5
10420,19,2,3,7.96,"1,8,6","12,3,4",4,2,1,2,2,1,3,1,1,1,3,2,2,1,2,"5,7,6",21
10421,17,2,1,7.95,"1,6,5","10,4,9",3,4,1,4,2,2,2,1,2,2,1,2,3,1,3,"6,8,2",10
10422,17,2,2,7.78,"4,6,8","2,5,8",2,1,1,2,1,2,2,1,2,2,3,2,1,2,1,"1,7,4",16
10423,16,1,4,7.01,"1,7,6","1,10,11",1,2,1,4,1,2,1,3,1,1,3,3,3,3,2,"8,2,1",4
10424,19,1,1,9.31,"4,7,5","3,4,8",3,2,2,5,2,3,2,2,1,2,1,2,2,2,3,"1,3,2",13
10425,19,1,3,9.02,"1,8,4","10,11,7",3,5,4,1,1,1,3,3,3,2,1,3,1,3,1,"6,2,7",5
10426,19,1,3,8.06,"6,8,2","3,5,7",5,3,2,3,2,2,1,3,1,2,3,1,2,3,2,"5,1,6",21
10427,19,1,2,7.46,"6,5,4","3,5,6",3,2,2,5,2,3,2,3,2,3,3,3,1,1,2,"7,1,8",8
10428,16,1,2,7.64,"7,1,6","10,7,9",4,1,4,2,2,3,2,3,2,3,2,1,3,3,2,"2,6,1",8
10429,19,2,2,8.59,"1,5,7","1,11,8",4,3,2,1,2,1,2,2,2,3,1,2,1,1,2,"5,3,1",15
10430,16,2,3,8.58,"2,4,8","1,6,7",5,2,4,5,2,1,1,3,3,1,2,2,3,3,2,"3,2,7",5
10431,17,2,1,8.46,"4,8,1","11,2,6",1,4,4,4,1,3,1,2,3,3,2,1,1,1,2,"5,3,6",4
10432,16,2,2,7.86,"8,6,4","1,3,4",1,4,4,1,2,2,3,3,2,3,1,1,2,1,1,"5,6,7",8
10433,19,1,2,7.56,"2,4,5","11,6,8",4,4,2,3,2,2,3,3,3,2,2,3,3,2,1,"4,1,1",8
10434,16,1,1,8.15,"6,7,8","1,4,6",5,4,2,2,2,3,3,3,3,3,1,3,2,2,3,"3,4,2",7
10435,18,1,1,8.1,"8,6,4","6,7,9",4,3,5,5,3,1,3,3,1,2,2,3,2,3,3,"7,3,4",9
